,ID,Comments,CommentsTokenized
122,3118,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,"['He', 'lost', 'his', 'phone', 'and', 'called', 'to', 'cancel', 'service', '.', 'I', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'He', 'will', 'contact', 'us', 'soon', '.']"
123,1229,Really wants the new phone from XVYX which has the PDA built in.,"['Really', 'wants', 'the', 'new', 'phone', 'from', 'XVYX', 'which', 'has', 'the', 'PDA', 'built', 'in', '.']"
124,3301,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
125,198,Wants information on our Internet service. Referred him to web site.,"['Wants', 'information', 'on', 'our', 'Internet', 'service', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
126,3170,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
127,2460,Wants a new faceplate.,"['Wants', 'a', 'new', 'faceplate', '.']"
128,3261,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,"['Wants', 'to', 'change', 'rate', 'plans', 'to', 'get', 'family', 'all', 'on', 'same', 'bill', '.', 'I', 'transferred', 'him', 'to', 'customer', 'care', '.']"
129,1465,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,"['Wants', 'to', 'change', 'rate', 'plans', 'to', 'get', 'family', 'all', 'on', 'same', 'bill', '.', 'I', 'transferred', 'him', 'to', 'customer', 'care', '.']"
130,1851,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
131,3451,Wants to know how to do text messaging. Referred him to web site.,"['Wants', 'to', 'know', 'how', 'to', 'do', 'text', 'messaging', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
132,3541,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
133,791,The customer has a number of complaints. His major issue was that the handset buttons were hard to use. He was not happy with the phone at all.,"['The', 'customer', 'has', 'a', 'number', 'of', 'complaints', '.', 'His', 'major', 'issue', 'was', 'that', 'the', 'handset', 'buttons', 'were', 'hard', 'to', 'use', '.', 'He', 'was', 'not', 'happy', 'with', 'the', 'phone', 'at', 'all', '.']"
134,1098,Really wants the new phone from XVYX which has the PDA built in.,"['Really', 'wants', 'the', 'new', 'phone', 'from', 'XVYX', 'which', 'has', 'the', 'PDA', 'built', 'in', '.']"
135,743,The handset never worked well after I dropped it in the toilet. I am surprised it ever worked after that.,"['The', 'handset', 'never', 'worked', 'well', 'after', 'I', 'dropped', 'it', 'in', 'the', 'toilet', '.', 'I', 'am', 'surprised', 'it', 'ever', 'worked', 'after', 'that', '.']"
136,1377,"He says that his phone works fine when using it in the car with the adapter, but the battery performance sucks. He can not wait to change phones. He wanted to know if we would send him a new phone.","['He', 'says', 'that', 'his', 'phone', 'works', 'fine', 'when', 'using', 'it', 'in', 'the', 'car', 'with', 'the', 'adapter', ',', 'but', 'the', 'battery', 'performance', 'sucks', '.', 'He', 'can', 'not', 'wait', 'to', 'change', 'phones', '.', 'He', 'wanted', 'to', 'know', 'if', 'we', 'would', 'send', 'him', 'a', 'new', 'phone', '.']"
137,1770,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
138,3769,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
139,2175,cant figure out how to check his vm when out of area. I referred him to our web site.,"['cant', 'figure', 'out', 'how', 'to', 'check', 'his', 'vm', 'when', 'out', 'of', 'area', '.', 'I', 'referred', 'him', 'to', 'our', 'web', 'site', '.']"
140,779,Says that his Web reception really is just to slow. Wants to know when he can expect this to work at a decent rate of speed? He also wants to know why it worked so much better at the store?,"['Says', 'that', 'his', 'Web', 'reception', 'really', 'is', 'just', 'to', 'slow', '.', 'Wants', 'to', 'know', 'when', 'he', 'can', 'expect', 'this', 'to', 'work', 'at', 'a', 'decent', 'rate', 'of', 'speed', '?', 'He', 'also', 'wants', 'to', 'know', 'why', 'it', 'worked', 'so', 'much', 'better', 'at', 'the', 'store', '?']"
141,3084,Asked how to disable call waiting. referred him to web site.,"['Asked', 'how', 'to', 'disable', 'call', 'waiting', '.', 'referred', 'him', 'to', 'web', 'site', '.']"
142,574,"He says that his phone works fine when using it in the car with the adapter, but the battery performance sucks.","['He', 'says', 'that', 'his', 'phone', 'works', 'fine', 'when', 'using', 'it', 'in', 'the', 'car', 'with', 'the', 'adapter', ',', 'but', 'the', 'battery', 'performance', 'sucks', '.']"
143,2992,Wants a new faceplate.,"['Wants', 'a', 'new', 'faceplate', '.']"
144,931,Asked about how to change his ring tones. Referred him to web site.,"['Asked', 'about', 'how', 'to', 'change', 'his', 'ring', 'tones', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
145,2393,Wants to get an additional line working by the end of the week. Forwarded him on to cstmr care.,"['Wants', 'to', 'get', 'an', 'additional', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', '.', 'Forwarded', 'him', 'on', 'to', 'cstmr', 'care', '.']"
146,3303,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
147,741,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
148,2267,Really is unhappy with the website. Claims the self service stuff does not work.,"['Really', 'is', 'unhappy', 'with', 'the', 'website', '.', 'Claims', 'the', 'self', 'service', 'stuff', 'does', 'not', 'work', '.']"
149,577,Claims the phone does not work well. If the phone does not work consistently why should he pay consisitently. Good point.,"['Claims', 'the', 'phone', 'does', 'not', 'work', 'well', '.', 'If', 'the', 'phone', 'does', 'not', 'work', 'consistently', 'why', 'should', 'he', 'pay', 'consisitently', '.', 'Good', 'point', '.']"
150,3165,I suspect that the handset on my phone was defective from the day I bought it.,"['I', 'suspect', 'that', 'the', 'handset', 'on', 'my', 'phone', 'was', 'defective', 'from', 'the', 'day', 'I', 'bought', 'it', '.']"
151,2144,I suspect that the handset on my phone was defective from the day I bought it.,"['I', 'suspect', 'that', 'the', 'handset', 'on', 'my', 'phone', 'was', 'defective', 'from', 'the', 'day', 'I', 'bought', 'it', '.']"
152,686,Asking for a change of address and wants to switch plans. Transeffered him to customr care.,"['Asking', 'for', 'a', 'change', 'of', 'address', 'and', 'wants', 'to', 'switch', 'plans', '.', 'Transeffered', 'him', 'to', 'customr', 'care', '.']"
153,339,Handset sucked,"['Handset', 'sucked']"
154,418,Wants a new faceplate.,"['Wants', 'a', 'new', 'faceplate', '.']"
155,1104,He asked for a new phone number. I referred him to customer care.,"['He', 'asked', 'for', 'a', 'new', 'phone', 'number', '.', 'I', 'referred', 'him', 'to', 'customer', 'care', '.']"
156,3712,I expected significantly better Technical Support.,"['I', 'expected', 'significantly', 'better', 'Technical', 'Support', '.']"
157,2275,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
158,3272,Wants to add additional lines for family. Needs more info on rates.,"['Wants', 'to', 'add', 'additional', 'lines', 'for', 'family', '.', 'Needs', 'more', 'info', 'on', 'rates', '.']"
159,3767,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
160,3481,Asked about how to change his ring tones. Referred him to web site.,"['Asked', 'about', 'how', 'to', 'change', 'his', 'ring', 'tones', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
161,3441,"He found a phone and wanted to know what to do with it. He said it was one of ours, but that the battery was dead. Asked who he should send it too.","['He', 'found', 'a', 'phone', 'and', 'wanted', 'to', 'know', 'what', 'to', 'do', 'with', 'it', '.', 'He', 'said', 'it', 'was', 'one', 'of', 'ours', ',', 'but', 'that', 'the', 'battery', 'was', 'dead', '.', 'Asked', 'who', 'he', 'should', 'send', 'it', 'too', '.']"
162,2565,Wants to get an additional line working by the end of the week for his goat.,"['Wants', 'to', 'get', 'an', 'additional', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'goat', '.']"
163,3035,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
164,114,Wants to add additional lines for family. Needs more info on rates.,"['Wants', 'to', 'add', 'additional', 'lines', 'for', 'family', '.', 'Needs', 'more', 'info', 'on', 'rates', '.']"
165,3705,I expected significantly better Technical Support.,"['I', 'expected', 'significantly', 'better', 'Technical', 'Support', '.']"
166,3078,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
167,1547,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
168,398,Wants to know how to do text messaging. Referred him to web site.,"['Wants', 'to', 'know', 'how', 'to', 'do', 'text', 'messaging', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
169,1190,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,"['He', 'lost', 'his', 'phone', 'and', 'called', 'to', 'cancel', 'service', '.', 'I', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'He', 'will', 'contact', 'us', 'soon', '.']"
170,3077,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
171,984,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
172,11,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
173,2875,Lost his charger and wants to know where he can another ASAP. I suggested local store.,"['Lost', 'his', 'charger', 'and', 'wants', 'to', 'know', 'where', 'he', 'can', 'another', 'ASAP', '.', 'I', 'suggested', 'local', 'store', '.']"
174,2912,Wants to add another phone. Contacting provisioning.,"['Wants', 'to', 'add', 'another', 'phone', '.', 'Contacting', 'provisioning', '.']"
175,88,Really wants the new phone from XVYX which has the PDA built in.,"['Really', 'wants', 'the', 'new', 'phone', 'from', 'XVYX', 'which', 'has', 'the', 'PDA', 'built', 'in', '.']"
176,797,Does not like the way the phone works. It is to difficult compared to his last phone.,"['Does', 'not', 'like', 'the', 'way', 'the', 'phone', 'works', '.', 'It', 'is', 'to', 'difficult', 'compared', 'to', 'his', 'last', 'phone', '.']"
177,1516,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
178,1,Asked about how to change his ring tones. Referred him to web site.,"['Asked', 'about', 'how', 'to', 'change', 'his', 'ring', 'tones', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
179,1004,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
180,2359,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
181,2924,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
182,336,cant figure out how to check his vm when out of area. I referred him to our web site.,"['cant', 'figure', 'out', 'how', 'to', 'check', 'his', 'vm', 'when', 'out', 'of', 'area', '.', 'I', 'referred', 'him', 'to', 'our', 'web', 'site', '.']"
183,707,He wanted credit for all these dropped calls. I told him I would pass him onto a supervisor. He was really rude and very upset. Said he could not use us for business purposes because of our useless service.,"['He', 'wanted', 'credit', 'for', 'all', 'these', 'dropped', 'calls', '.', 'I', 'told', 'him', 'I', 'would', 'pass', 'him', 'onto', 'a', 'supervisor', '.', 'He', 'was', 'really', 'rude', 'and', 'very', 'upset', '.', 'Said', 'he', 'could', 'not', 'use', 'us', 'for', 'business', 'purposes', 'because', 'of', 'our', 'useless', 'service', '.']"
184,1279,I wished the handset was bigger. It is uncomfortable using the handset for a long time.,"['I', 'wished', 'the', 'handset', 'was', 'bigger', '.', 'It', 'is', 'uncomfortable', 'using', 'the', 'handset', 'for', 'a', 'long', 'time', '.']"
185,3411,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
186,1865,Said his battery never has worked well. Wants a new phone ASAP.,"['Said', 'his', 'battery', 'never', 'has', 'worked', 'well', '.', 'Wants', 'a', 'new', 'phone', 'ASAP', '.']"
